cell id,"""apical"" branch points","""apical"" height","""apical"" log1p number of outer bifurcations","""apical"" mean bifurcation distance","""apical"" robust height","""apical"" robust width","""apical"" std bifurcation distance","""apical"" total length","""apical"" width",EMD axon dendrite,Log1p fraction of axon above dendrite,Log1p fraction of axon below dendrite,Log1p fraction of dendrite above axon,axon above soma,axon bifurcation standard deviation,axon branch points,axon first bifurcation moment,axon height,axon log min tortuosity,axon max Euclidean dist,axon max branch order,axon max path distance to soma,axon max segment length,axon mean neurite radius,axon min branch angle,axon robust height,axon robust width,axon tips,axon total length,axon width,axon x-bias,axon z-bias,dendrite above soma,dendrite bifurcation standard deviation,dendrite branch points,dendrite first bifurcation moment,dendrite height,dendrite log max tortuosity,dendrite log median tortuosity,dendrite log min tortuosity,dendrite max Euclidean dist,dendrite max branch order,dendrite max path distance to soma,dendrite max segment length,dendrite mean neurite radius,dendrite median path angle,dendrite min branch angle,dendrite robust height,dendrite robust width,dendrite tips,dendrite total length,dendrite width,dendrite x-bias,dendrite z-bias,mean initial segment radius,normalized depth,soma radius,stems,stems exiting down,stems exiting to the sides,stems exiting up,normalized layer,cell class
20190603_sample_6,,,,,,,,,,0.151080379,0,0,0,0.712326411,28.34841261,113,17.91274336,172.08,0.003507405,197.055887,25,729.4558238,182.3007399,0.035833333,3.825866642,126.99225,263.4215,115,7362.545202,371.63,14.79,15.46,0.578474217,24.89811738,29,0.633103448,179.25,1.296101935,0.305732393,0.037547645,105.7359844,6,171.0773944,113.9696677,0.216833333,,,138.856,126.748,32,2558.574915,172.62,0.02,-26.65,0.11,0.074271652,10.59593637,4,0.25,0.5,0.25,3-Feb,inh
20190226_sample_9,,,,,,,,,,0.55407798,0.001115943,0,0,0.963692367,26.35566136,259,65.24131274,206.88,0,181.4080221,48,1006.581812,193.207641,0.06495229,3.131804884,136.47375,153.7185,265,18919.89442,275.81,73.15,136,0.73175061,42.72781428,15,38.08066667,270.1,1.025531336,0.216218836,0.064848356,140.3858775,5,193.519301,145.5625372,0.529189189,,,206.528,120.85325,23,2227.826291,182.86,5.08,6.2,0.33,0.420199348,9.084085327,8,0.25,0.5,0.25,5,inh
20190611_sample_3,,,,,,,,,,0.479601954,0,0.142099128,0,0.20039178,47.16772484,126,-39.9034127,377.97,0.027176139,334.275459,28,793.6875611,297.6457764,0.038536122,6.871400873,248.85775,204.51875,137,11062.79858,355.15,113.59,-244.93,0.631428571,14.98550955,16,0.073125,181.46,0.694258246,0.189508051,0.048351381,105.5761493,4,147.7120462,116.6326591,0.53,,,141,95.7425,23,1759.515989,134.23,5.77,-18.72,0.145,0.071938985,8.243501884,8,0.25,0.5,0.25,3-Feb,inh
20191114_sample_4,,,,,,,,,,0.959663712,0.45665573,0.015121804,0,0.790209301,153.6229404,137,121.3455474,902.96,0.021547024,612.0331319,28,1669.145692,465.2204504,0.048309859,12.96330559,636.3225,387.0225,147,22452.63388,510.87,307.23,199.54,0.12530456,31.44986721,6,-40.49166667,155.23,0.761808201,0.39743839,0.146109889,189.5321192,4,283.6463092,227.1110627,0.461,,,125.074,217.569,10,1676.226166,269.46,22.82,-111.69,0.405,0.347959206,9.998647845,5,0,0.6,0.4,5,inh
20190130_sample_9,,,,,,,,,,0.784341642,0.465943378,0.004665738,0,0.872096743,152.0835508,107,138.9514019,810.02,0.038955889,709.3471814,17,1160.157398,342.1147831,0.055765766,2.482515532,655.462,250.1745,115,13097.89378,561.19,65.97,502.26,0.474808324,28.40709823,25,0.5968,169.61,1.327476363,0.323284915,0.089561846,165.8464196,4,311.3594575,164.4282296,0.590909091,,,132.734,217.892,31,3275.370598,275.5,20.96,-47.35,0.37,0.459906959,9.229413413,7,0.285714286,0.571428571,0.142857143,5,inh
20190122_sample_5,,,,,,,,,,0.580776277,0.169569809,0.100381919,0,0.465279368,70.27680588,117,1.435726496,570.66,0.001686983,379.7137398,15,710.1553697,247.3324103,0.051659751,2.551958525,297.9825,290.93,124,13933.63616,480.93,19.59,-152.56,0.34026465,18.81345545,7,-16.89714286,133.29,0.992388303,0.274690524,0.06575093,149.3640308,4,225.5792773,144.5722989,0.395882353,,,118.533,160.322,11,1003.701675,176.92,109.42,-17.19,0.48,0.192185963,9.401835529,5,0.4,0.2,0.4,3-Feb,inh
20190212_sample_4,,,,,,,,,,0.778131986,0.471574797,0,0,0.931620026,89.7319917,250,100.8828,631.53,0,576.7380429,22,1161.371622,481.8815386,0.038745098,3.28891213,476.0945,367.0335,260,26060.3505,650.21,108.47,381.65,0.34939759,15.48,2,-15.48,155.83,0.371285352,0.315003469,0.068844642,107.6395996,2,156.408381,134.4622325,0.852,,,135.89175,131.40525,4,449.0589258,145.66,41.6,-6.13,0.22,0.355253034,9.728894397,3,0.333333333,0.333333333,0.333333333,5,inh
20190715_sample_11,,,,,,,,,,0.524591792,0.090621073,0.000110978,0,0.774740113,37.51395151,99,27.87343434,369.11,0,235.3326677,15,543.2534057,248.52832,0.040351759,5.24418846,200.512,174.83,100,8286.419607,279.29,68.15,97.69,0.373491469,27.00683012,52,-12.45134615,194.86,0.862476849,0.226569929,0.014829546,104.5820697,7,149.0191068,107.2108287,0.169369369,,,139.91,124.27875,60,3080.475193,159.06,0.24,-7.82,0.22,0.214744802,12.77306179,9,0,0.666666667,0.333333333,3-Feb,inh
20190205_sample_7,,,,,,,,,,0.256509476,0.076792224,0.003732653,0,0.448210042,76.32754446,96,-15.83479167,658.04,0.000300829,432.2508019,17,823.8098966,343.5014035,0.09004878,6.624987425,423.74525,388.86925,109,14846.75513,552.76,115.46,154.14,0.241146041,50.32804967,5,-5.734,330.3,0.60706616,0.197169887,0.096523858,256.2187663,3,369.1803154,369.1803154,0.336153846,,,311.355,172.127,9,1482.225891,213.6,50.56,-100.76,0.22,0.558349857,10.32379586,5,0.2,0.2,0.6,5,inh
20190408_sample_1,,,,,,,,,,0.375075207,0.008110644,0,0,0.749892035,47.89242335,111,41.68720721,310.35,0.008820645,350.463011,16,717.2082304,217.4670499,0.046948052,4.727439726,214.6275,344.0425,120,13030.29105,634.25,55.07,77.17,0.431574924,20.4677659,10,-4.647,270,0.843565188,0.217450779,0.093486232,171.8923774,3,259.0333379,219.6709446,0.689615385,,,210.476,177.485,17,2554.327749,264.94,76.56,6.82,0.33,0.481060677,8.966416271,8,0.125,0.625,0.25,5,inh
20190508_sample_2,,,,,,,,,,0.85520736,0.349012342,0,0,0.898194781,177.7453138,351,176.1803989,766.78,0,636.2684138,30,1191.095943,346.2281851,0.038973088,7.521095526,588.2305,336.091,355,27089.64616,502.49,11.43,477.14,0.60257566,31.58518069,44,11.69204545,258.2,0.750343122,0.2838067,0.058190042,157.9761077,9,263.0731066,177.8791128,0.19257732,,,195.899,170.2,54,4480.550628,249.42,28.1,-44.7,0.145,0.41815312,11.20633202,9,0.333333333,0.444444444,0.222222222,5,inh
20190905_sample_1,,,,,,,,,,0.244715494,0.050100358,0.00280864,0,0.796056127,70.61170817,94,68.64138298,604.48,0.000114645,454.2765702,23,1213.683193,366.3831613,0.04015873,2.751944825,447.648,378.186,95,13431.74215,547.03,127.17,144.44,0.654130017,40.38467447,19,13.47210526,411.21,2.205852603,0.238503419,0.045636441,245.6031274,6,349.5444485,243.0935479,0.304090909,,,291.724,347.8665,26,3862.039225,419.35,39.37,20.09,0.33,0.75901483,22.77689483,7,0.428571429,0.285714286,0.285714286,6,inh
20190218_sample_3,,,,,,,,,,0.625127561,0.223666834,0.007262302,0,0.846594105,75.08158496,139,56.95338129,469.82,0.000433301,296.3701167,21,556.2021559,270.7253488,0.038238434,6.49028173,335.054,206.89,142,11281.78581,284.56,42.74,99.9,0.249783675,17.40027331,9,-13.44333333,214.49,0.614274988,0.251084805,0.000487977,152.830444,7,256.5897875,133.7164866,0.20375,,,193.46225,185.847,12,1047.392073,209.09,40.21,-9.33,0.185,0.241620033,14.56373825,4,0.25,0.25,0.5,3-Feb,inh
20190610_sample_10,,,,,,,,,,0.345520264,0,0.014802261,0.219204544,0.016046045,18.78455615,82,-39.58804878,119.55,0.001818723,169.3702902,26,507.2481713,99.49432469,0.040748503,4.947669508,88.22975,179.45425,85,3239.730741,207.57,76.53,-106.81,0.624283949,31.13159108,21,10.37714286,173.9,1.199253202,0.195746331,0.056301297,136.8836973,5,181.5653173,132.1365109,0.190098039,,,141.1425,154.541,31,2376.651441,208.59,25.71,55.56,0.185,0.085251492,20.68338232,9,0.222222222,0.444444444,0.333333333,3-Feb,inh
20180404_sample_2,,,,,,,,,,0.444894882,0.069840704,0.005599591,0,0.366286673,60.16947366,263,-7.6121673,639.98,0.013580352,449.6512928,25,1026.231711,537.8769483,0.057981308,2.320162363,302.7475,367.2925,272,34563.69847,575.8,84.36,-247.76,0,0,1,0,191.57,0.311865687,0.309380416,0.220881087,195.5870584,1,243.9313123,243.9313123,0.405,,,177.0725,101.448,3,469.2800479,123.28,13.94,-191.57,0.295,0.245840888,9.250462264,3,0,0.333333333,0.666666667,3-Feb,inh
20190828_sample_5,,,,,,,,,,0.283979772,0,0,0.097027574,0.3505386,60.90595462,28,-37.97642857,451.27,0.103540661,303.5887878,10,670.5252201,335.7096992,0.046293103,23.93403336,407.6945,329.40025,30,3287.505143,422.41,11.71,-82.07,0.489364496,142.7025683,17,52.21294118,695.02,0.870359348,0.184037683,0.094841082,454.8737818,8,570.2268036,382.3814938,0.198648649,,,628.0085,200.006,21,3122.595872,302.73,23.79,201.6,0.185,0.58570748,25.0508353,5,0,0.6,0.4,5,inh
20190515_sample_13,,,,,,,,,,0.832570444,0,0.069609965,0.433820538,0.049272487,45.50140769,12,-56.9575,242.77,0.062609352,228.624173,9,435.1329908,172.4404969,0.055576923,15.61175749,216.05475,70.92725,14,1383.205158,90.04,3.7,-205.43,0.590317988,115.6719817,30,28.33266667,445.62,0.811061868,0.187642862,0.063008344,314.2243086,8,409.7610719,221.0912545,0.116640625,,,397.867,89.84925,35,3917.866062,122.7,29.04,153,0.22,0.280711379,11.10586402,5,0.4,0.4,0.2,3-Feb,inh
20190618_sample_5,,,,,,,,,,0.373456756,0,0.036401795,0.014155949,0.173299007,42.63982923,51,-41.01941176,521.32,0.040796228,365.4951049,14,580.9900967,321.0080518,0.039807692,3.571768155,373.862,411.482,53,5678.832894,547.3,119.7,-97.94,0.63095723,75.20834032,7,36.73428571,395.99,0.970504174,0.158566456,0.005844171,226.6602049,4,260.8338593,222.3816282,0.543823529,,,342.4475,152.38475,11,1390.187437,169.4,56.68,57.17,0.11,0.701589944,6.49489216,5,0.4,0.4,0.2,5,inh
20190213_sample_7,,,,,,,,,,0.705445624,0.036310157,0.031587008,0,0.548424184,109.4919644,171,28.31748538,626.91,0,424.1741691,22,816.5032413,523.5147094,0.03579023,5.291217659,477.31375,361.6045,177,18714.81469,557.83,137.33,-64.95,0.622835694,35.15033972,20,0.2115,423.23,0.742506492,0.193329614,0.034632264,269.2495738,6,448.7049325,211.6953335,0.234545455,,,303.652,151.23,25,2516.405479,210.42,62.04,-33.89,0.11,0.639479821,10.71423155,6,0.5,0.333333333,0.166666667,5,inh
20191105_sample_4,,,,,,,,,,0.621862564,0.016198226,0.09213376,0,0.413584652,109.2179256,83,-20.40168675,778.95,0.013103324,528.0723648,14,831.2612475,405.1688314,0.056598837,5.373725397,534.8865,371.4655,89,13685.08482,615.25,24.11,-255.79,0.414500183,36.07593407,16,-4.8875,333.7,1.006639625,0.298986964,0.06547375,344.1383703,6,462.3400051,319.8818551,0.741388889,,,269.25,350.538,21,3692.372175,454.4,179.86,-58.28,0.37,0.588456686,11.7053429,4,0.5,0,0.5,5,inh
20190429_sample_4,,,,,,,,,,0.233324911,0.062732865,0,0,0.721735607,79.6492229,116,68.61844828,462.15,0.018632723,365.81025,18,964.6120284,269.5567797,0.049939271,3.484167609,336.9685,340.838,131,15413.89222,512.51,62.23,149.51,0.49634604,43.02252142,10,-10.901,450.31,0.653721919,0.243993185,0.104492777,347.4642354,4,466.5888761,340.8353144,0.385869565,,,354.02375,445.81625,14,2797.417429,472.35,10.81,-65.45,0.075,0.796719559,10.91812164,5,0.4,0.6,0,6,inh
20190416_sample_5,,,,,,,,,,0.405579303,0.115891363,0,0,0.690145708,68.06334912,98,36.07826531,614.18,0,397.7151027,16,997.9627263,417.2057357,0.041683417,21.26637112,421.95625,255.182,101,12362.90086,364.26,81.18,147.76,0.328268693,26.81297101,14,-12.25,327.49,0.722381811,0.225645884,0.051026894,275.9138759,5,419.0129651,279.1960294,0.250735294,,,270.7915,365.2225,21,3106.119271,431.13,101.55,-101.47,0.295,0.875130982,25.41656434,8,0.375,0.25,0.375,6,inh
20190827_sample_1,,,,,,,,,,0.494339497,0.015141221,0.08744881,0,0.593726221,126.1369758,172,64.78267442,823.78,0,522.1376108,20,905.6707414,412.2365469,0.048478261,4.783362528,593.295,494.3175,173,18541.31185,746.37,29.91,142.92,0.703514938,69.77782115,20,52.5205,422.48,0.545789119,0.206136903,0.035108562,303.0451937,6,408.9462636,341.9335123,0.206530612,,,322.22075,292.85375,30,3963.637118,386.05,30.73,132.78,0.405,0.549780492,15.58899811,11,0.181818182,0.454545455,0.363636364,5,inh
20191114_sample_1,,,,,,,,,,0.282890358,0,0.033021337,0,0.338067603,43.78992677,107,-9.973457944,364.09,0,411.4548409,23,941.7446075,361.335675,0.045393519,10.6889102,220.03775,442.281,109,14421.06549,741.35,73.79,-146.29,0.182294224,25.73823844,15,-17.37866667,195.75,0.920111283,0.35291599,0.061881113,249.207712,5,384.2108274,218.8943827,0.27109375,,,155.47,318.7825,18,2408.196062,361.25,125.27,-20.23,0.33,0.071746614,21.95395552,3,0,0.666666667,0.333333333,3-Feb,inh
20190607_sample_3,,,,,,,,,,0.216388024,0,0,0,0.741265199,14.43885994,106,14.70141509,107.24,0.00240702,218.1453719,21,543.6557467,294.5533369,0.03537037,15.54694295,81.295,285.568,110,7499.179375,400.16,34.86,14.6,0.843443671,12.27594,18,13.10833333,90.49,0.728250048,0.28219617,0.016627076,125.0421709,6,197.234315,141.3037871,0.317195122,,,65.90275,168.95425,24,2014.788982,192.64,33.82,22.17,0.075,0.05064672,10.3087473,7,0.142857143,0.857142857,0,1,inh
20190501_sample_7,,,,,,,,,,0.390351184,0,0,0.051172124,0.437857575,76.70092003,408,-21.59764706,546.81,0,366.1465387,30,844.2253472,245.5198584,0.050632603,3.049212426,352.3045,332.51175,414,39141.25854,561.03,78.47,-135.87,0.470811474,70.65897345,10,38.281,681.77,2.055593285,0.278552041,0.137023514,349.8183784,5,517.6810757,433.0313029,0.383888889,,,590.9615,265.839,18,3177.146035,299.77,38.61,-8.59,0.59,0.776279734,29.68720679,7,0.285714286,0.285714286,0.428571429,6,inh
20190403_sample_7,,,,,,,,,,0.3189448,0.270808696,0,0,0.779515164,66.74919213,155,50.60632258,330.48,0.044810681,283.8033936,16,598.1802451,237.033301,0.05346519,2.182138005,255.73125,342.60525,161,14442.95864,479.46,31.22,-17.88,0.430795479,39.65197805,14,-4.612857143,234.39,0.944130144,0.195709984,0.046551866,144.2854882,4,188.466872,111.3945053,0.696857143,,,192.012,157.292,22,1868.853349,229.19,18.69,-45.39,0.255,0.115752204,16.29829986,9,0.333333333,0.222222222,0.444444444,3-Feb,inh
20180904_sample_7,,,,,,,,,,0.490518718,0.007578382,0.13811587,0,0.368828145,37.75176227,223,-17.60964126,349.72,0,340.05575,27,597.8900355,262.2742098,0.044280973,6.707977506,186.24,317.69,229,15509.72741,501.96,164.22,-151.8,0.2625,10.495,2,-10.495,122.29,0.347307782,0.264571724,0.148532559,80.45475623,2,106.2662215,89.71401771,0.177,,,113.713,79.174,4,314.6580745,82.83,8.19,-7.19,0.37,0.154302712,7.347073837,3,0.333333333,0.333333333,0.333333333,3-Feb,inh
20180828_sample_6,,,,,,,,,,0.170431575,0.214442112,0,0,0.899940929,43.21898335,142,61.22352113,416.75,0.023313836,305.6230507,15,538.3276988,241.1102715,0.059307958,3.091214503,271.0425,293.8525,147,13753.24124,483.7,43.7,42.79,0.4008329,23.2683274,10,-0.09,237.2,0.34493859,0.13660615,0.031615538,177.5192866,3,227.9141828,209.7091477,0.532391304,,,205.714,208.916,14,1471.467845,297.75,41.67,-113.46,0.405,0.268319315,10.1252265,5,0.6,0.2,0.2,3-Feb,inh
20190617_sample_1,,,,,,,,,,0.198585559,0,0,0,0.498531571,13.70490926,26,-4.680769231,76.74,0.057858786,172.6201735,11,333.0128814,130.3224863,0.045943396,17.3504178,61.9545,123.9925,27,2081.343661,169.69,169.69,-3.48,0.651853458,18.10288122,32,5.6009375,159.53,1.137123152,0.359345327,0.062772695,101.773388,5,163.0701946,121.1436894,0.223263889,,,108.75,113.0395,41,3330.749965,159.22,23.86,-18.91,0.11,0.056161725,25.59839606,10,0.4,0.5,0.1,1,inh
20190925_sample_5,,,,,,,,,,0.282835981,0.000490714,0.00054732,0,0.77746314,47.78347943,168,47.61502994,409.02,0,275.9924325,24,958.6239636,269.5404405,0.045840708,9.971267235,248.123,328.528,172,20572.75114,465.54,14.06,-45.8,0.666806125,32.85666125,27,29.82037037,288.23,0.95151124,0.289696408,0.039336003,186.9403632,7,284.5162254,235.7065712,0.313666667,,,225.0515,256.922,34,4754.505007,302.43,13.41,-8.25,0.295,0.161838299,12.6879689,8,0,0.625,0.375,3-Feb,inh
20190509_sample_4,,,,,,,,,,0.493135565,0.08903284,0.095834715,0,0.283220721,86.2574641,45,-47.99866667,600.17,0.01677691,470.8349313,11,703.9521188,363.6181512,0.043368421,6.989475633,460.905,475.43875,50,5746.611965,613.07,57.17,-58.97,0.33814433,35.36679048,13,-18.84923077,238.83,0.833704947,0.258833545,0.063468243,165.7621459,6,229.9798298,182.5899594,0.593392857,,,212.153,187.706,16,1779.528746,226.4,22.8,-76.85,0.145,0.616741536,7.565735801,4,0.25,0.25,0.5,5,inh
20190227_sample_4,,,,,,,,,,0.376976046,0.407261106,0,0,0.990772808,136.2008385,141,216.4205674,666.86,0.008540136,649.0031598,49,1646.05437,342.487325,0.052773973,7.677224029,562.227,322.796,151,15804.62026,549.05,172.45,630.2,0.57945541,42.07656793,17,10.109375,363.52,1.203747188,0.310782444,0.052964684,208.0482033,6,309.3790221,223.2527386,0.582352941,,,310.284,203.1515,19,2652.232417,252.33,8.65,-29.96,0.295,0.47592672,10.08738868,3,0.333333333,0,0.666666667,5,inh
20190910_sample_2,,,,,,,,,,0.569696553,0,0.557963797,0,0.184325267,70.7257337,41,-73.69682927,501.55,0.04968032,336.6497582,17,700.5383897,187.9010016,0.050058824,21.29525803,402.22,137.9,44,4370.548471,239.01,3.07,-171.45,0.999727149,37.77815439,14,67.36071429,166.56,0.592019112,0.278630532,0.063875746,189.8049064,5,269.5108024,169.9135875,0.416666667,,,133.208,196.522,17,1802.124,231.04,16.5,166.56,0.185,0.338164251,9.369056397,3,1,0,0,5,inh
20190612_sample_6,,,,,,,,,,0.263098784,0,0.220463347,0.108378465,0.040662936,53.47914474,209,-71.29669856,319.45,0.013588984,288.1852621,26,519.6818686,310.154391,0.08001171,6.274693893,225.46,233.07125,218,13254.46676,309.03,14.81,-252.45,0.83022508,14.62,2,14.62,203.23,0.328480289,0.219017804,0.139172329,162.4594069,2,202.0772859,165.3230226,0.45125,,,173.5945,169.61625,7,820.6302243,190.76,41.6,99.69,0.22,0.114981985,8.89066607,6,0.333333333,0.5,0.166666667,3-Feb,inh
20180327_sample_5,,,,,,,,,,0.838904645,0.346502053,0,0,0.939107908,53.72792099,161,108.1383851,331.95,0.012818629,645.7930761,28,1186.638963,413.235727,0.063192771,1.50597323,218.111,633.4195,171,20828.94149,1036.74,225.24,210.87,0.396687697,9.194419503,4,-1.15,161.15,0.474040588,0.257871056,0.023617358,127.6466098,3,145.4034513,137.1424749,0.315833333,,,128.3065,127.9865,9,730.7319263,176.42,56.4,-2.83,0.37,0.57710479,8.734578856,6,0.166666667,0.5,0.333333333,5,inh
20191003_sample_3,,,,,,,,,,0.399839161,0.332633251,0.013193663,0,0.9342655,81.07127626,210,97.11928571,912.56,0,531.2759571,25,933.7846474,453.692305,0.045945626,6.004135116,456.345,294.325,213,23664.30134,460.2,30.1,102.64,0.251178451,29.28347826,28,-19.82285714,205.8,1.187647969,0.294974907,0.017527348,154.3052689,7,270.9826913,140.4898747,0.304016393,,,170.815,166.3725,34,3114.215463,229.01,15.89,-69.24,0.145,0.488885861,14.3314403,6,0.5,0.333333333,0.166666667,5,inh
20180410_sample_9,,,,,,,,,,0.64791801,0.042949518,0.24691774,0,0.327916231,65.19865376,181,-27.5779558,450.89,0.007210931,331.0916639,25,886.3348297,369.4022754,0.057002725,1.97125102,286.4505,310.95025,186,19943.02499,457.32,6.04,-167.85,0.317919075,0,1,0,81.42,0.470509106,0.432191631,0.391936547,58.04471466,1,85.89711154,85.89711154,0.425,,,78.3725,26.48375,2,145.3454209,28.05,28.05,-14.96,0.22,0.146073712,8.546545175,2,0.5,0,0.5,3-Feb,inh
20180817_sample_3,,,,,,,,,,0.833072908,0.139093286,0.087033853,0,0.794359034,56.6844531,98,53.27785714,573.05,0.011251719,388.4681074,15,796.8514938,248.1259942,0.05591133,10.79600028,272.13325,478.025,105,12382.69339,673.29,87.31,-167.81,0.341176471,0,1,0,74.49,0.518400407,0.362847178,0.268173656,48.2857101,1,66.67207054,66.67207054,0.453333333,,,68.53625,62.565,3,189.7477513,67.73,3.47,6.95,0.295,0.16888334,8.774642965,3,0.333333333,0.333333333,0.333333333,3-Feb,inh
20191010_sample_2,,,,,,,,,,0.30477122,0.203402918,0.001989111,0,0.701981063,128.7123993,257,76.04470817,768.12,0,578.2259886,19,831.9237052,315.6598279,0.061589595,6.45852725,522.30875,332.02075,262,27954.54394,549.31,104.11,204.94,0.500660771,61.2229156,18,-23.94777778,386.37,0.988983198,0.279776741,0.065578969,278.6754596,5,387.3719013,234.5760999,0.36402439,,,330.7085,243.99025,24,3360.433785,262.62,68.44,-52.37,0.44,0.507535441,16.28294012,7,0.142857143,0.571428571,0.285714286,5,inh
20180820_sample_7,,,,,,,,,,0.352344368,0.288365724,0.005055377,0,0.905867634,72.75780219,155,116.2084516,586.94,0.019414324,342.0603784,19,779.1057232,388.8742042,0.039810127,1.249282456,355.658,344.201,161,23854.2391,495.28,45.96,85.1,0.38336384,48.97805374,16,-3.15875,265.22,0.709251443,0.204464548,0.032489359,149.8453049,4,204.1238893,169.6189628,0.518918919,,,224.719,165.8025,22,2386.261579,212.48,2.18,2.5,0.11,0.258193901,8.587037231,7,0.285714286,0.428571429,0.285714286,3-Feb,inh
20190515_sample_15,,,,,,,,,,0.504054969,0,0.056750071,0,0.346703818,45.14050775,135,-22.56555556,352.77,0.009852431,290.6377439,24,579.6521432,239.8276119,0.035,8.182745229,240.1145,198.6145,137,10578.52084,323.43,68.13,-226.95,0.479484174,27.10547478,7,-10.89714286,205.59,0.872350196,0.322443578,0.050911423,136.4923829,3,175.9625636,132.7508951,0.161111111,,,184.975,83.89375,12,1019.868743,107.99,16.33,-63.83,0.035,0.057688017,5.420998823,6,0.333333333,0.333333333,0.333333333,1,inh
20180411_sample_4,,,,,,,,,,0.252562302,0,0,0,0.749752676,51.23761966,230,46.36678261,515.79,0,336.8177485,18,705.8055444,311.2892766,0.049688841,2.946500767,266.3485,430.741,236,21186.17257,616.8,43.98,-46.35,0.373882539,52.05906458,29,-13.23758621,457.09,0.805158602,0.148899978,0.014642558,264.1151845,7,305.1885763,268.2873951,0.303571429,,,354.0325,228.30375,35,3538.614205,290.8,98.64,-62.67,0.44,0.265934071,12.8765792,6,0.333333333,0.5,0.166666667,3-Feb,inh
20190924_sample_2,,,,,,,,,,0.558315549,0.309798786,0,0,0.873209205,163.2040804,51,149.6292157,889.7,0.050833306,792.1245881,12,1136.919319,533.5544765,0.069587156,7.264482823,785.1575,268.7855,58,11900.60296,417.01,11.69,644.36,0.452975558,52.33062599,10,-28.292,350.35,1.08825077,0.273654939,0.05378441,230.4365401,5,334.052307,310.6904932,0.657,,,291.933,332.19325,16,2501.583755,400.16,51.3,-59.05,0.37,0.722695146,13.74574299,6,0.166666667,0.666666667,0.166666667,5,inh
20180628_sample_2,,,,,,,,,,0.593089803,0,0,0,0.799312595,24.45976551,81,36.57530864,192.5,0.02235409,197.6570793,12,512.4338591,169.2191472,0.055236686,9.751442,134.00375,224.74775,88,8256.215337,337.43,3.99,81.4,0.419931857,24.3101951,8,-11.22125,200.27,0.712113665,0.189694148,0.043718019,129.0607214,3,167.5648175,152.3327897,0.535217391,,,157.452,108.892,16,1430.392647,135.23,8.19,-44.23,0.185,0.296233336,8.53179832,9,0.111111111,0.444444444,0.444444444,5,inh
20180306_sample_1,,,,,,,,,,0.266516412,0.015599709,0.018246248,0,0.708469703,67.45571375,125,45.53264,609.14,0.024181364,412.7692146,23,1004.913695,227.9554466,0.08625969,7.523977587,301.333,487.367,133,13667.4788,671.56,120.56,-99.64,0.512652705,23.84561614,15,5.316666667,265.77,0.369500296,0.154522652,0.039086299,221.5478246,5,283.2594324,283.2594324,0.401617647,,,208.168,323.988,20,3131.526949,378.42,20.96,16.35,0.55,0.255271407,9.56087847,6,0.166666667,0.666666667,0.166666667,3-Feb,inh
20190211_sample_8,,,,,,,,,,0.199484198,0.053008535,0,0,0.695557049,77.59264753,222,45.11369369,596.99,0,424.5085904,18,634.607624,210.424522,0.065864745,10.49188491,448.1205,294.785,229,15493.82964,435.55,6.23,202.61,0.420922625,50.77766048,31,-4.723548387,356.6,0.749139676,0.215902445,0,272.8129121,7,371.9959961,182.2489357,0.3344,,,284.409,250.839,45,4766.429384,315.16,29.64,-60.34,0.405,0.580298737,22.03002,14,0.214285714,0.357142857,0.428571429,5,inh
20180904_sample_4,,,,,,,,,,1.009209021,0.35370685,0.056086204,0,0.736975896,65.27603108,119,47.13823529,569.62,0.005888971,326.7720136,13,832.6719807,324.4912215,0.07255102,5.502774837,347.1425,384.429,126,16673.23684,567.85,19.33,-58.34,0.5046875,12.9247853,4,6.485,117.49,0.691692216,0.208762148,0.037497916,70.19589162,3,127.6835396,106.9108937,0.380555556,,,107.627,73.243,6,410.7993689,86.56,10.9,-11.27,0.145,0.534948749,6.939383874,3,0.333333333,0.333333333,0.333333333,5,inh
20190412_sample_6,,,,,,,,,,0.593259767,0,0,0,0.035755453,43.78859534,188,-94.92696809,298.07,0.001071389,495.0693483,20,762.8883815,364.519545,0.051007958,10.60943348,214.3245,546.0715,189,18786.13405,764.83,150.29,-156.63,0.267570516,84.58046566,14,-90.59,357.92,1.550183445,0.220545721,0.048855933,299.9848465,6,403.6933327,218.9764723,0.202,,,321.843,339.473,17,2723.662294,398.23,75.45,-206.18,0.255,0.843708679,11.48088419,4,0.25,0.5,0.25,6,inh
20190205_sample_6,,,,,,,,,,0.522046073,0.63511476,0,0,0.940091435,53.68012827,147,103.0210884,646.89,0.026199183,373.4620562,26,984.759579,253.271001,0.052923588,2.158809453,311.98375,303.5835,154,15805.70906,465.46,102.06,-89.97,0.031942503,67.58166678,10,-102.745,401.42,0.822321536,0.192014696,0.032012533,376.3708662,6,450.2371561,248.198414,0.36326087,,,342.035,131.39625,14,2033.437382,207.75,46.79,-338.02,0.295,0.270014091,12.83116351,4,0.25,0.25,0.5,3-Feb,inh
20190708_sample_12,,,,,,,,,,0.576344921,0,0.167179119,0.020959915,0.000478103,61.95546192,37,-121.1940541,317.44,0.034452282,320.7722535,15,588.2851318,239.3535619,0.040394737,25.35297391,271.2795,230.68425,39,4107.503173,334.01,104.73,-315.96,0.284150063,20.77535201,20,-20.437,211.85,0.982045655,0.220487854,0.053643644,170.7691427,8,266.6992303,180.0794601,0.261590909,,,171.214,242.9435,25,2134.613324,291.25,43.77,-87.51,0.405,0.578126903,8.858360757,6,0.5,0.166666667,0.333333333,5,inh
